,v,vw,o,c,h,l,t,n
0,16.891181709999994,19438.1968,19442.7,19435.6,19443.5,19432.27,1665360000000,468
1,17.927239839999988,19429.4493,19435.47,19427.13,19436.14,19423.93,1665360060000,388
2,15.867674039999983,19433.5064,19427.68,19434.77,19438.12,19426.5,1665360120000,431
3,47.44855214000013,19420.0222,19434.28,19417.32,19435.6,19411.0,1665360180000,745
4,14.687841549999993,19424.538,19417.32,19423.5,19431.93,19416.51,1665360240000,420
5,10.89987667,19422.6101,19423.59,19423.74,19426.92,19417.0,1665360300000,403
6,15.496177559999989,19424.6182,19422.84,19429.18,19431.38,19419.2,1665360360000,484
7,12.683837269999993,19424.3667,19429.24,19419.83,19430.26,19417.73,1665360420000,372
8,3.892814390000002,19419.0769,19420.61,19419.54,19421.73,19416.2,1665360480000,259
9,4.752052159999998,19413.3378,19419.44,19416.04,19419.44,19410.23,1665360540000,309
10,20.174591600000017,19420.6161,19415.93,19424.99,19425.55,19413.57,1665360600000,468
11,6.4757370499999904,19421.6052,19424.99,19420.25,19426.1,19418.6,1665360660000,364
12,20.96179303,19428.7466,19420.14,19429.81,19436.83,19420.14,1665360720000,506
13,25.78746784000001,19416.9615,19428.62,19414.31,19430.5,19410.63,1665360780000,451
14,18.54486485000002,19423.0703,19414.92,19426.74,19429.65,19413.68,1665360840000,480
15,22.343665559999998,19434.1336,19421.5,19435.52,19444.01,19421.5,1665360900000,454
16,26.605370680000068,19436.3093,19433.93,19439.76,19444.0,19426.29,1665360960000,556
17,16.146694689999993,19434.6453,19437.14,19436.33,19439.42,19430.0,1665361020000,396
18,13.514226419999984,19439.7272,19436.34,19439.97,19442.41,19431.4,1665361080000,350
19,9.216704569999989,19439.8981,19439.97,19442.07,19443.36,19431.4,1665361140000,432
20,14.954230369999989,19446.4418,19440.44,19448.53,19454.56,19439.22,1665361200000,488
21,22.763830119999984,19448.6539,19450.03,19454.58,19455.75,19443.62,1665361260000,529
22,10.841463949999996,19452.6574,19454.58,19448.85,19459.06,19448.17,1665361320000,353
23,6.338718869999995,19449.351,19449.41,19448.2,19453.99407393,19446.22,1665361380000,354
24,15.92545728999998,19447.3012,19449.88,19437.97,19453.99407393,19435.49,1665361440000,544
25,60.99960981000008,19417.481,19436.63,19419.35,19441.592003,19402.42,1665361500000,917
26,38.38621750000004,19417.3622,19417.27,19420.72,19427.26,19406.06,1665361560000,593
27,12.857306259999989,19420.6134,19420.7,19418.96,19426.79,19413.97,1665361620000,325
28,12.355839400000024,19421.1441,19418.84,19418.94,19423.44,19417.0,1665361680000,304
29,18.249700770000008,19415.744,19419.7,19414.83,19421.68988648,19411.31,1665361740000,431
30,11.947043580000004,19413.3724,19414.6,19418.4,19420.67,19407.11,1665361800000,362
31,7.1778852999999945,19411.0281,19418.18,19409.85,19418.18,19406.39,1665361860000,313
32,17.367347499999973,19414.3765,19409.85,19416.75,19422.13,19407.26,1665361920000,383
33,18.755084770000003,19410.8694,19413.85,19410.45,19419.90920156,19404.86,1665361980000,414
34,9.948368089999992,19414.3386,19410.45,19415.69,19418.74,19409.2,1665362040000,366
35,8.22412222999999,19415.2957,19414.65,19417.11,19420.37,19410.28,1665362100000,555
36,14.045791650000021,19420.3838,19416.8,19422.17,19424.61,19416.8,1665362160000,681
37,8.401491329999994,19419.4183,19421.56,19417.46,19422.63,19415.37,1665362220000,495
38,29.672077419999965,19429.0683,19418.65,19430.03,19435.31,19417.46,1665362280000,682
39,18.29514409,19426.2639,19430.75,19429.16,19431.12,19420.4,1665362340000,495
40,5.258302100000001,19432.7077,19429.06,19434.55,19437.82,19420.4,1665362400000,570
41,22.13471803000002,19439.7613,19433.46,19449.94,19452.47,19428.0,1665362460000,772
42,39.29657828000004,19454.4517,19447.93,19456.1,19469.25,19438.97049103,1665362520000,1054
43,35.32442918000005,19463.148,19461.75,19470.23,19474.67,19455.02576003,1665362580000,747
44,7.314099770000005,19467.9746,19470.55,19468.6,19471.47,19456.0,1665362640000,538
45,11.019684180000002,19469.3049,19467.43,19476.31,19476.38,19462.0,1665362700000,681
46,173.28745030000002,19486.2475,19475.56,19476.99,19502.5,19467.95,1665362760000,907
47,32.45730751000002,19474.6546,19476.1,19473.69,19480.5,19467.63,1665362820000,653
48,39.56782407000007,19491.6914,19473.69,19503.94,19505.2,19469.62067808,1665362880000,1095
49,30.618550080000034,19509.1898,19503.28,19506.7,19519.67,19497.9,1665362940000,952
50,43.63445951000004,19514.3227,19505.0,19516.45,19523.41,19499.0,1665363000000,1083
51,25.647824890000006,19511.7857,19516.46,19513.58,19517.71,19504.6,1665363060000,897
52,32.25419301000002,19512.297,19512.36,19511.3,19516.45,19507.11,1665363120000,802
53,32.82707821000003,19493.2594,19511.31,19484.92,19512.94,19474.0,1665363180000,1088
54,28.72947406000002,19487.9294,19483.7,19484.37,19496.96,19477.0,1665363240000,670
55,22.594863230000044,19482.0335,19484.19,19489.98,19490.64,19474.34,1665363300000,602
56,10.131096580000007,19494.7235,19491.09,19491.62,19502.06,19483.226898,1665363360000,682
57,7.653279080000001,19488.3809,19490.23,19488.65,19496.7,19485.42,1665363420000,435
58,7.530556880000012,19490.35,19489.39,19490.35,19496.7,19485.0,1665363480000,497
59,16.386659609999967,19490.9644,19489.32,19495.18,19497.05,19487.1,1665363540000,599
60,21.993100300000055,19505.3839,19495.8,19510.36,19514.26,19494.94,1665363600000,767
61,31.11349886000003,19511.5112,19511.52,19498.62,19524.81,19496.68,1665363660000,929
62,21.8686781400001,19501.083,19498.63,19500.21,19514.2,19493.65,1665363720000,777
63,6.973376300000009,19504.7095,19500.75,19507.91,19508.76,19498.04036126,1665363780000,588
64,5.2039592399999925,19509.0047,19507.91,19511.9,19514.67,19503.64950822,1665363840000,425
65,13.019791359999978,19511.8655,19511.31,19505.3,19520.29,19503.09,1665363900000,532
66,12.85407562,19513.7844,19505.17,19510.69889725,19520.62,19502.92,1665363960000,651
67,3.9412129299999967,19512.859,19514.18,19510.95,19517.58,19508.65,1665364020000,362
68,34.77046033000003,19512.4155,19510.77,19512.11,19519.11,19506.34,1665364080000,782
69,10.717774859999983,19506.9892,19512.1,19500.71,19513.66,19500.16077349,1665364140000,456
70,14.060436010000009,19503.8749,19502.17,19504.16,19511.6,19495.42,1665364200000,554
71,6.681955649999996,19504.484,19504.58,19503.69758062,19508.02,19501.19,1665364260000,403
72,7.824544999999996,19505.0013,19503.65,19502.86,19508.58,19501.93,1665364320000,559
73,9.271783019999996,19502.5045,19502.76,19501.58,19507.53,19498.98,1665364380000,574
74,7.100960200000003,19500.9428,19501.99,19499.59,19506.8,19495.98,1665364440000,514
75,11.361257119999992,19494.9614,19500.9,19491.81,19502.27,19487.51,1665364500000,511
76,29.229376820000045,19490.4798,19491.4,19498.85,19503.0,19479.68,1665364560000,655
77,9.849821679999994,19500.401,19498.57,19497.04,19503.34,19496.28,1665364620000,443
78,9.245784310000001,19496.1908,19497.86,19502.12,19503.3,19491.4,1665364680000,519
79,2.7216753,19501.6626,19502.45,19500.93,19503.96,19494.82582164,1665364740000,366
80,7.340443170000004,19503.2827,19501.47,19504.17,19507.2,19495.0,1665364800000,442
81,9.556500199999993,19499.1517,19504.4,19496.62,19506.02,19492.17,1665364860000,428
82,1.4351720399999983,19496.4185,19496.98,19495.44,19502.2,19492.69,1665364920000,356
83,4.555491779999994,19494.4704,19494.75,19497.75,19498.61,19492.26,1665364980000,446
84,14.314103449999987,19493.3701,19497.21,19488.74,19499.6,19486.27,1665365040000,546
85,40.846188899999866,19479.3805,19486.18,19482.34,19496.2,19470.36,1665365100000,798
86,9.584293619999992,19483.1093,19481.86,19482.17,19485.33,19477.8,1665365160000,511
87,52.60718586000001,19496.7385,19482.87,19504.23,19507.1,19481.44,1665365220000,823
88,17.15477322000001,19501.3131,19503.81,19501.91,19508.65,19496.1,1665365280000,505
89,9.425303429999996,19503.9048,19501.99,19505.44,19508.10808178,19496.1,1665365340000,410
90,14.875537499999997,19502.9956,19503.78,19498.78,19511.57,19496.2,1665365400000,574
91,7.606532950000002,19499.6557,19497.87,19498.34,19506.96,19496.5,1665365460000,507
92,9.723980669999992,19494.6367,19498.19,19490.1,19504.54596366,19488.87,1665365520000,563
93,6.153404359999998,19490.1076,19490.49,19492.53,19495.0,19486.33,1665365580000,475
94,25.88084493000005,19505.4344,19492.52,19501.66,19514.63,19489.93654643,1665365640000,767
95,6.667811589999999,19501.7762,19503.69,19503.37,19506.59463777,19496.5,1665365700000,470
96,5.633226159999993,19502.4452,19503.37,19500.33,19505.68,19496.6,1665365760000,448
97,6.553305670000005,19497.2881,19499.4,19492.45,19502.33,19491.45,1665365820000,452
98,7.47047923,19497.6984,19492.08,19500.69,19501.28,19492.08,1665365880000,549
99,6.670085639999992,19499.0164,19500.05,19501.24,19502.8,19494.656332,1665365940000,529
100,13.679618139999988,19503.0046,19500.0,19506.28,19507.84,19494.80635217,1665366000000,688
101,9.283040109999984,19505.6959,19506.82,19504.27,19511.32,19496.6,1665366060000,498
102,36.641239730000024,19511.1169,19505.33,19509.92,19519.4,19496.6,1665366120000,835
103,10.45905527999999,19509.0486,19510.71,19506.89717922,19513.19,19505.56,1665366180000,430
104,6.72805652,19509.3571,19507.8,19511.45,19512.84,19505.83,1665366240000,416
105,5.960286220000008,19511.0301,19510.6,19512.93,19514.11,19508.3,1665366300000,403
106,4.648822469999996,19513.1793,19513.63,19511.31,19516.37,19509.3,1665366360000,423
107,3.4898306399999974,19508.6001,19511.55,19507.32,19511.76,19505.82,1665366420000,490
108,7.065504250000002,19509.8729,19508.9,19508.62,19512.03,19507.28,1665366480000,538
109,2.525985849999998,19509.0338,19510.28,19508.58,19511.37,19506.0,1665366540000,384
110,4.247245389999994,19509.906,19509.27,19509.7,19511.75,19506.92,1665366600000,525
111,57.267386949999924,19518.8139,19509.55,19516.55,19528.04,19508.32,1665366660000,883
112,17.554140530000012,19516.022,19515.82,19517.12,19520.96,19512.85,1665366720000,528
113,3.4007534599999985,19520.1642,19518.23,19521.41,19523.87,19515.33657183,1665366780000,433
114,5.875202939999995,19520.7863,19521.32,19521.96,19523.68,19516.37,1665366840000,395
115,4.008595060000001,19521.4224,19521.76,19521.09,19524.15,19518.18620451,1665366900000,323
116,7.407276,19519.4713,19522.56,19519.66,19524.88,19517.29,1665366960000,331
117,13.910833709999997,19511.4805,19519.72,19507.7,19521.42,19506.02,1665367020000,398
118,6.808685349999996,19506.2338,19508.01,19502.63,19512.0,19500.66,1665367080000,305
119,8.751225399999994,19500.034,19501.26,19504.14,19509.78487162,19495.04,1665367140000,454
120,9.403222120000008,19499.4183,19503.93,19500.48,19509.3,19496.8,1665367200000,390
121,6.039578719999995,19497.8753,19501.46,19494.15,19509.3,19492.81,1665367260000,329
122,2.8811832999999987,19494.5913,19495.31,19495.79,19509.3,19492.33,1665367320000,239
123,5.886486630000006,19494.9815,19495.8,19493.91,19509.3,19491.19,1665367380000,369
124,7.775032089999997,19498.562,19494.4,19495.84,19509.3,19491.18,1665367440000,364
125,16.352297609999994,19500.2465,19495.3,19491.83,19509.2,19489.69,1665367500000,478
126,9.553080580000001,19494.6102,19492.33,19490.59,19500.0,19489.23,1665367560000,402
127,4.850904400000001,19487.9005,19490.59,19483.13,19500.1,19481.75,1665367620000,237
128,10.034306,19479.0285,19483.13,19484.08,19488.1,19473.0,1665367680000,494
129,2.3751826699999965,19483.0235,19483.14,19484.09,19485.74,19479.81,1665367740000,217
130,4.933427509999995,19483.2629,19484.08,19484.11,19485.6,19479.61,1665367800000,250
131,4.9095884299999994,19481.3799,19484.11,19480.69,19485.65906315,19478.75,1665367860000,270
132,13.768893779999996,19481.4827,19480.54,19476.81,19485.65906315,19473.87,1665367920000,288
133,17.75514675999999,19482.1074,19477.93,19482.994789,19487.0,19476.97,1665367980000,426
134,4.839689590000002,19482.0823,19482.9,19480.3,19486.9,19478.59,1665368040000,296
135,7.46386163,19479.2592,19479.62,19479.61,19486.64978453,19476.03,1665368100000,313
136,15.222189790000012,19479.1702,19479.55,19483.0,19489.23,19471.0,1665368160000,504
137,6.588937209999998,19483.5123,19485.7,19485.44,19487.25,19476.98,1665368220000,262
138,7.304539619999995,19481.4172,19483.84,19483.09,19486.64978453,19476.99,1665368280000,291
139,7.823280169999995,19476.0791,19483.09,19472.07,19486.64978453,19467.78,1665368340000,360
140,9.774096849999994,19469.267,19470.41,19472.45,19478.0,19462.42,1665368400000,364
141,4.150109899999996,19478.029,19472.52,19475.56,19483.49641733,19470.99,1665368460000,274
142,6.373759160000003,19473.3043,19475.56,19476.42,19479.26562323,19469.73,1665368520000,357
143,9.652929029999992,19479.7368,19476.36,19482.35,19484.43,19474.76,1665368580000,319
144,6.110240299999999,19477.3793,19482.46,19475.97,19484.0,19472.95,1665368640000,257
145,10.687601730000003,19468.2072,19476.07,19465.2,19476.37,19461.88,1665368700000,393
146,14.878492950000004,19461.4638,19467.25,19462.12,19470.1,19452.36,1665368760000,519
147,6.009625959999998,19468.7304,19462.12,19474.09,19474.13,19461.15,1665368820000,307
148,3.508352429999998,19472.6971,19473.82,19476.37,19476.5,19468.12,1665368880000,282
149,3.007496490000001,19477.2796,19476.33,19480.94,19481.04,19474.53,1665368940000,230
150,3.822170449999998,19477.1902,19479.08,19477.88,19480.0,19473.62,1665369000000,237
151,6.060134439999996,19475.0311,19476.91,19476.67,19478.19,19471.24,1665369060000,282
152,5.264232449999996,19481.6962,19478.37,19482.32,19484.85,19477.41359124,1665369120000,293
153,14.62138070999999,19490.2338,19482.09,19493.24,19496.67,19481.38,1665369180000,421
154,14.405521509999996,19487.5425,19493.23,19487.42,19494.33,19485.5,1665369240000,354
155,9.937370149999996,19479.4646,19486.09,19476.62,19491.84048297,19475.18,1665369300000,377
156,2.948037019999997,19479.0936,19476.17,19479.83,19482.84,19474.97,1665369360000,230
157,5.130604799999999,19482.4155,19478.09,19485.34,19486.49,19475.64,1665369420000,327
158,5.810183529999998,19481.563,19485.29,19485.73,19486.65,19476.47,1665369480000,257
159,8.355382670000004,19485.2572,19485.64,19480.87,19490.75314929,19478.84,1665369540000,329
160,0.8990746099999996,19482.9802,19479.7,19484.84,19486.35,19478.82,1665369600000,233
161,2.018476749999999,19483.5842,19484.56,19485.92,19486.05,19482.17,1665369660000,203
162,3.105497839999999,19484.3811,19485.5,19481.68,19487.82,19480.59,1665369720000,228
163,1.2382197199999994,19481.8185,19481.33,19482.42,19483.82,19480.09,1665369780000,163
164,9.900912509999994,19480.9141,19482.73,19481.62,19485.72,19476.5,1665369840000,394
165,5.8707601300000025,19483.7146,19481.62,19484.33,19489.43,19480.91,1665369900000,253
166,2.0635152099999994,19485.5274,19484.33,19487.04,19489.0,19481.5,1665369960000,201
167,9.468315879999997,19479.6795,19487.11,19480.67,19488.4987746,19475.67,1665370020000,357
168,3.4478268999999986,19472.9948,19480.67,19469.48,19481.67745896,19469.47,1665370080000,205
169,5.752727969999994,19473.11,19469.09,19475.22,19478.1,19468.5,1665370140000,287
170,3.7308206199999985,19474.1988,19474.56,19473.51,19477.95677836,19470.35,1665370200000,277
171,3.0730238099999996,19473.641,19474.72,19471.84,19477.42,19470.18,1665370260000,335
172,1.706719639999999,19472.6988,19471.66,19474.91,19475.26,19470.02,1665370320000,282
173,3.1946305399999986,19474.1124,19475.45,19474.52,19476.68,19470.93,1665370380000,259
174,4.381115109999998,19472.0504,19475.15,19469.8,19477.51,19468.48,1665370440000,299
175,24.52782892,19470.6145,19469.8,19465.59,19476.74,19463.37,1665370500000,421
176,6.362167029999998,19466.9881,19466.47,19464.75,19469.92,19462.11,1665370560000,261
177,11.249390109999991,19470.0346,19467.0,19473.53,19477.99,19462.58,1665370620000,416
178,5.425054679999999,19473.0416,19474.96,19475.24,19475.97,19471.17,1665370680000,214
179,6.948554760000003,19471.7695,19474.1,19474.03,19476.26,19468.51,1665370740000,278
180,8.69451058,19472.1744,19473.76,19472.35,19477.81,19465.1,1665370800000,328
181,6.392762000000003,19468.2853,19472.22,19464.29,19474.0,19462.06,1665370860000,281
182,4.225182399999994,19466.6555,19465.72,19463.8,19470.9,19463.78,1665370920000,275
183,4.662877020000001,19467.6196,19464.93,19467.11,19468.59,19463.76,1665370980000,183
184,1.5477517899999989,19468.4958,19467.57,19469.96,19472.3,19465.2,1665371040000,251
185,5.767735439999997,19469.1981,19469.84,19467.60353372,19472.29,19465.56,1665371100000,315
186,5.607227450000008,19464.9359,19469.21,19467.81,19469.69,19461.08,1665371160000,294
187,13.065810609999989,19468.5059,19468.15,19471.84,19473.85,19464.23,1665371220000,376
188,43.73450444,19469.5701,19471.5,19479.09,19480.0,19466.4,1665371280000,314
189,11.169644019999996,19479.874,19478.59,19480.91,19482.3,19476.49,1665371340000,188
190,5.704191419999997,19479.7256,19479.91,19481.49,19484.73,19475.0,1665371400000,252
191,3.6435587699999976,19479.3894,19480.0,19479.0,19481.89,19477.51,1665371460000,232
192,2.75157254,19478.5592,19481.23,19478.91,19481.9,19475.41,1665371520000,213
193,6.0483958599999985,19480.3428,19478.19,19478.36,19483.3,19476.21,1665371580000,320
194,24.485381120000017,19481.3001,19478.4,19481.43,19484.9,19477.09,1665371640000,287
195,1.615729549999997,19481.9145,19483.14,19483.58,19484.96,19479.16,1665371700000,179
196,3.1324515,19481.0034,19483.56,19479.61,19483.58,19479.07,1665371760000,238
197,8.110230609999997,19474.4161,19478.97,19474.99,19481.2049788,19472.1,1665371820000,286
198,3.935136509999999,19471.5388,19474.99,19471.26,19477.0,19469.73,1665371880000,202
199,1.8904299099999986,19471.0034,19470.31,19473.49,19476.9,19469.0,1665371940000,194
200,3.5842790599999983,19468.161,19471.72,19465.65,19472.98,19463.02,1665372000000,268
201,10.68081886,19460.0984,19465.69,19460.53,19471.74610449,19456.21,1665372060000,264
202,11.333827939999997,19457.1808,19455.7,19454.63,19465.6,19452.87,1665372120000,308
203,5.241506669999995,19454.12,19454.63,19454.16,19465.6,19450.7,1665372180000,302
204,1.7692478299999999,19453.935,19452.27,19456.19,19460.0,19450.74,1665372240000,190
205,12.460977729999996,19459.587,19456.18,19461.91,19461.91,19454.79,1665372300000,409
206,5.83607893,19459.035,19461.11,19461.28,19463.6,19455.57,1665372360000,285
207,2.2169642299999968,19459.9689,19460.16,19459.48,19462.80780296,19457.07,1665372420000,213
208,4.981312229999997,19460.9467,19460.3,19463.0,19464.0,19457.89,1665372480000,291
209,8.867464749999993,19462.2953,19461.25,19459.52,19466.0,19458.55,1665372540000,367
210,2.3860117700000005,19460.7208,19460.26,19460.47,19466.9331729,19457.85,1665372600000,156
211,21.743430040000018,19457.3338,19460.47,19458.96,19460.47,19455.0,1665372660000,209
212,7.584090040000008,19455.9467,19460.28,19457.86,19462.0,19455.11,1665372720000,234
213,27.079559100000047,19448.0727,19457.16,19441.47,19462.25409297,19435.4,1665372780000,576
214,7.36418182,19444.4689,19443.5,19448.84,19452.1,19436.51,1665372840000,393
215,7.71330917,19445.1506,19449.8,19442.96,19452.38,19439.28,1665372900000,283
216,19.475955889999998,19440.0456,19443.42,19437.13,19445.1,19435.07,1665372960000,474
217,7.157635630000003,19435.9957,19436.77,19432.54,19445.1,19428.08,1665373020000,296
218,7.598749239999997,19432.3678,19432.55,19433.05,19445.1,19427.05,1665373080000,390
219,6.829861299999997,19434.6086,19434.3,19431.39,19445.1,19430.29,1665373140000,373
220,4.3498182999999955,19433.5866,19430.41,19434.05,19435.3,19430.41,1665373200000,318
221,6.35339851999999,19436.0948,19434.05,19435.62,19439.22,19432.24,1665373260000,344
222,3.9791420299999993,19432.3586,19434.45,19434.02,19436.51,19429.9,1665373320000,323
223,4.399138280000001,19435.1795,19435.72,19432.49,19437.83,19431.97,1665373380000,265
224,1.5947719899999981,19433.037,19432.05,19434.61,19435.79,19430.41,1665373440000,305
225,5.176183770000001,19434.5599,19434.0,19435.08,19438.67,19430.93,1665373500000,290
226,5.162820479999998,19435.6789,19435.07,19437.35,19439.99,19431.97,1665373560000,316
227,3.44736065,19440.5963,19438.5,19439.4,19443.67,19435.9,1665373620000,243
228,2.94099725,19442.7182,19439.99,19443.98,19445.32,19438.23,1665373680000,311
229,0.9552332799999999,19443.7504,19443.98,19447.18,19447.2,19440.52411538,1665373740000,212
230,7.428584159999999,19443.9584,19447.2,19442.26,19447.2,19440.0,1665373800000,339
231,3.0666310499999967,19444.921,19442.27,19445.97,19447.2,19440.42943561,1665373860000,331
232,1.7937656099999988,19447.6355,19444.3,19449.96,19450.09,19440.94036575,1665373920000,226
233,2.3598177599999963,19448.8433,19449.96,19449.8,19451.88,19443.34944204,1665373980000,209
234,9.397989459999996,19452.4731,19450.31,19453.43,19455.0,19443.34944204,1665374040000,317
235,7.2621589199999965,19447.9173,19454.0,19451.95,19454.0,19442.31,1665374100000,287
236,3.3059905699999974,19452.2141,19450.81,19450.36629327,19455.0,19449.64,1665374160000,175
237,1.0837494200000004,19453.314,19452.85,19454.69,19455.81,19450.36629327,1665374220000,233
238,2.445976039999999,19452.5919,19455.23,19453.1,19455.33,19449.0,1665374280000,230
239,24.857137319999996,19454.037,19453.73,19453.7,19455.7,19451.0,1665374340000,136
240,8.33942107999999,19447.1287,19450.0,19446.73,19453.19,19443.02,1665374400000,282
241,3.3411110399999986,19447.2618,19448.51,19446.51,19450.27,19443.37,1665374460000,219
242,26.341849530000022,19447.1137,19446.45,19447.58,19449.55,19441.61,1665374520000,268
243,5.166437229999998,19445.5273,19447.58,19445.74,19448.54011027,19441.93,1665374580000,184
244,1.8471947899999992,19446.4391,19444.06,19448.29,19448.61,19444.06,1665374640000,213
245,1.5240046599999992,19446.1156,19447.22,19447.11,19449.21,19443.54,1665374700000,187
246,0.82918948,19446.9678,19446.85,19446.65,19448.76,19445.68,1665374760000,203
247,12.637587499999995,19449.8234,19447.48,19446.03,19454.84,19445.2,1665374820000,361
248,3.172426370000001,19447.5166,19447.59,19449.06,19450.0,19445.88,1665374880000,204
249,2.8775427999999965,19448.7078,19448.64,19448.16,19453.35,19445.0,1665374940000,270
250,2.647085519999999,19449.1235,19448.63,19450.23,19450.78,19445.83,1665375000000,185
251,1.1221842300000004,19450.6545,19450.17,19451.15,19452.78,19449.0,1665375060000,217
252,3.6067862599999962,19449.2056,19451.14,19450.27,19452.3,19447.09,1665375120000,232
253,1.974154989999999,19449.3193,19452.62,19450.48,19452.62,19445.9,1665375180000,206
254,2.0064833199999996,19449.1772,19450.12,19448.38,19451.73,19446.98,1665375240000,198
255,6.885823559999997,19448.0654,19448.38,19447.17,19452.36,19445.0,1665375300000,310
256,11.320020289999999,19450.4226,19448.37,19448.88,19453.08,19446.22,1665375360000,269
257,6.938927279999995,19443.9603,19448.24,19448.0,19450.3,19442.34,1665375420000,233
258,6.452165909999998,19444.5977,19442.88,19446.18,19448.32,19439.7,1665375480000,216
259,1.5062046299999994,19444.5749,19444.81,19445.27,19447.13,19443.07,1665375540000,196
260,5.841928379999999,19442.6908,19444.1,19443.68,19447.0,19440.81,1665375600000,223
261,4.195097350000005,19440.211,19443.6,19442.06,19443.6,19438.54,1665375660000,214
262,7.174500649999995,19439.3118,19440.95,19435.98,19444.47,19435.08,1665375720000,303
263,5.260690849999994,19430.9025,19435.98,19430.1,19440.58191004,19426.15,1665375780000,312
264,3.490527019999998,19427.7547,19429.43,19428.12,19431.05,19425.67,1665375840000,264
265,1.3883765899999996,19427.8367,19427.95,19428.15,19430.1,19426.65,1665375900000,189
266,1.5369600499999985,19428.7186,19428.09,19430.83,19431.36,19425.35,1665375960000,261
267,7.573746989999994,19431.7973,19430.37,19427.47,19438.61,19424.65,1665376020000,389
268,11.512200549999987,19426.7885,19426.83,19431.56,19432.11,19421.62,1665376080000,330
269,5.229955920000002,19431.1363,19430.47,19433.37,19436.33,19427.15,1665376140000,280
270,0.8670542799999997,19435.1141,19432.53,19434.31,19436.5,19431.0,1665376200000,117
271,1.78766444,19431.8721,19435.13,19432.48,19435.3,19429.2,1665376260000,261
272,2.9074292299999986,19427.15,19432.22,19428.3,19434.0,19424.31,1665376320000,132
273,8.8279185,19428.9368,19428.56,19428.73,19431.39,19425.46,1665376380000,190
274,1.7262706099999985,19428.8846,19429.97,19426.96,19431.31,19426.26,1665376440000,253
275,11.85057107,19428.9386,19427.05,19428.7,19433.49,19425.96,1665376500000,308
276,2.7803651999999963,19429.1901,19428.71,19431.54,19432.62,19426.18,1665376560000,254
277,1.46209169,19430.6624,19431.54,19432.3,19432.53,19427.0,1665376620000,272
278,4.755319229999997,19429.0989,19431.03,19430.59,19432.45,19427.27,1665376680000,199
279,12.429158100000006,19431.7028,19430.9,19434.57,19435.31,19427.26,1665376740000,351
280,11.210355519999997,19430.6455,19433.41,19431.87,19435.71,19429.61,1665376800000,255
281,9.545649019999987,19433.1141,19430.93,19436.43,19437.78,19430.36,1665376860000,299
282,12.560830160000007,19441.2904,19436.09,19450.47,19450.62,19431.9,1665376920000,397
283,10.804983799999999,19451.9919,19442.53726385,19457.34,19458.83,19440.0,1665376980000,418
284,23.785627350000052,19465.2091,19456.78,19467.59,19470.98,19449.18163496,1665377040000,495
285,2.4804902299999965,19462.6873,19466.46,19460.8,19467.8,19458.66,1665377100000,219
286,6.460474279999998,19463.4995,19461.2,19463.2,19467.52,19458.86,1665377160000,338
287,6.179863919999995,19468.5802,19464.74,19472.29,19473.21,19463.2,1665377220000,334
288,3.6516356999999986,19469.473,19469.0,19466.5,19472.37,19466.3,1665377280000,175
289,11.80989935999998,19468.6163,19467.91,19470.09,19473.28,19463.46,1665377340000,364
290,3.0136423299999984,19465.5666,19470.66,19463.37,19470.66,19462.74,1665377400000,192
291,5.057375719999996,19468.2288,19463.11,19469.22,19470.88,19463.11,1665377460000,293
292,3.8305656799999985,19472.2695,19469.22,19470.35,19475.08,19467.7,1665377520000,233
293,13.358831769999993,19473.3046,19470.09,19472.0,19476.86,19466.8,1665377580000,300
294,4.389758520000001,19475.5808,19474.9,19475.2,19478.26,19470.0,1665377640000,257
295,2.871490069999998,19471.5753,19475.01,19469.76,19475.03,19469.44,1665377700000,211
296,1.4128874299999998,19470.4563,19470.99,19470.41,19473.02,19467.59,1665377760000,173
297,8.421021759999997,19473.61,19471.46,19472.74,19475.2,19470.04,1665377820000,253
298,2.4952296400000002,19472.7107,19472.85,19473.62,19474.8,19470.25,1665377880000,289
299,5.531329529999997,19469.97,19473.64,19469.32,19473.64,19468.38,1665377940000,203
300,9.680861659999984,19464.7861,19469.41,19462.5,19469.41,19460.57,1665378000000,334
301,3.4777684499999997,19460.5382,19461.53,19462.61,19465.15625989,19457.17,1665378060000,230
302,4.064755120000001,19464.8109,19461.87,19464.89,19468.13,19460.43,1665378120000,263
303,3.433422399999998,19468.1545,19463.67,19468.91,19471.27,19462.2,1665378180000,342
304,2.9587919099999995,19468.4209,19469.07,19469.9,19471.29,19466.36,1665378240000,197
305,1.398798439999999,19465.9715,19470.6,19465.38,19470.77,19462.69,1665378300000,168
306,4.0109105099999995,19460.8275,19464.73,19459.3,19468.0,19457.84,1665378360000,195
307,2.3108508799999985,19462.4486,19458.78,19460.34,19464.52,19458.78,1665378420000,203
308,10.68428434,19456.0973,19460.56,19454.96,19461.79,19450.46,1665378480000,267
309,7.439803289999995,19452.1602,19454.96,19450.48,19459.32767801,19445.42,1665378540000,260
310,3.2327083799999974,19447.4406,19449.2,19445.71,19454.0,19444.66,1665378600000,196
311,1.9417274799999984,19448.0835,19445.09,19450.3,19453.3,19445.09,1665378660000,225
312,4.780640889999997,19451.4531,19449.41,19449.99,19453.95,19446.81,1665378720000,269
313,3.806482279999999,19446.204,19450.01,19447.16,19452.91169978,19443.31,1665378780000,189
314,3.335028149999999,19444.5327,19445.41,19447.18,19452.0,19442.68,1665378840000,184
